a01,a02,a03,a04,a05,a06,a07,a08,a09,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,a80,a81,a82,a83,a84,a85,a86,a87,a88,a89,a90,class
8.0,8.0,9.0,9.0,9.0,6.0,11.0,8.0,11.0,7.0,11.0,7.0,12.0,7.0,13.0,6.0,13.0,6.0,13.0,8.0,14.0,7.0,13.0,8.0,13.0,6.0,14.0,6.0,14.0,3.0,14.0,12.0,14.0,7.0,14.0,9.0,14.0,11.0,14.0,6.0,14.0,1.0,14.0,8.0,14.0,7.0,14.0,7.0,13.0,8.0,13.0,6.0,13.0,6.0,14.0,5.0,14.0,6.0,14.0,5.0,13.0,6.0,11.0,2.0,13.0,3.0,13.0,5.0,13.0,6.0,13.0,5.0,13.0,8.0,13.0,2.0,12.0,2.0,12.0,7.0,12.0,6.0,13.0,4.0,11.0,6.0,11.0,7.0,10.0,9.0,7
13.0,7.0,13.0,8.0,13.0,5.0,13.0,6.0,13.0,7.0,13.0,7.0,14.0,7.0,14.0,5.0,14.0,5.0,14.0,6.0,14.0,7.0,14.0,6.0,14.0,6.0,14.0,6.0,14.0,3.0,14.0,12.0,14.0,7.0,14.0,8.0,14.0,10.0,14.0,4.0,14.0,0.0,14.0,4.0,14.0,5.0,14.0,5.0,14.0,8.0,14.0,4.0,14.0,5.0,14.0,5.0,14.0,3.0,14.0,4.0,14.0,6.0,13.0,2.0,13.0,2.0,14.0,4.0,14.0,5.0,14.0,3.0,14.0,8.0,13.0,2.0,12.0,2.0,12.0,4.0,12.0,5.0,13.0,1.0,11.0,3.0,11.0,5.0,10.0,8.0,7
8.0,9.0,8.0,10.0,8.0,8.0,10.0,10.0,10.0,8.0,10.0,8.0,11.0,12.0,13.0,8.0,13.0,8.0,12.0,10.0,14.0,10.0,13.0,11.0,13.0,11.0,14.0,8.0,14.0,10.0,14.0,13.0,14.0,10.0,14.0,13.0,14.0,12.0,14.0,7.0,13.0,2.0,13.0,10.0,14.0,11.0,14.0,9.0,12.0,10.0,9.0,7.0,7.0,7.0,10.0,7.0,8.0,9.0,7.0,11.0,7.0,8.0,6.0,7.0,7.0,4.0,6.0,8.0,4.0,10.0,9.0,7.0,5.0,8.0,8.0,2.0,7.0,3.0,5.0,10.0,7.0,9.0,8.0,6.0,5.0,9.0,4.0,10.0,5.0,9.0,7
8.0,9.0,9.0,10.0,9.0,8.0,11.0,10.0,11.0,8.0,11.0,8.0,11.0,12.0,13.0,8.0,13.0,8.0,12.0,10.0,13.0,10.0,12.0,11.0,13.0,10.0,14.0,8.0,14.0,8.0,14.0,13.0,14.0,10.0,14.0,13.0,12.0,12.0,10.0,7.0,11.0,2.0,8.0,10.0,7.0,10.0,11.0,9.0,9.0,10.0,6.0,7.0,6.0,7.0,5.0,7.0,7.0,9.0,6.0,11.0,3.0,8.0,4.0,6.0,5.0,4.0,4.0,8.0,2.0,10.0,6.0,7.0,1.0,8.0,1.0,2.0,1.0,2.0,2.0,10.0,4.0,8.0,1.0,6.0,0.0,9.0,1.0,10.0,1.0,9.0,7
8.0,9.0,9.0,10.0,9.0,8.0,11.0,10.0,11.0,8.0,11.0,8.0,11.0,12.0,13.0,8.0,13.0,8.0,12.0,10.0,13.0,10.0,12.0,11.0,13.0,11.0,14.0,9.0,14.0,10.0,14.0,13.0,14.0,10.0,14.0,13.0,14.0,13.0,13.0,8.0,11.0,4.0,8.0,11.0,7.0,12.0,11.0,10.0,10.0,10.0,6.0,7.0,6.0,8.0,6.0,7.0,7.0,9.0,7.0,11.0,3.0,9.0,4.0,7.0,5.0,4.0,4.0,8.0,2.0,10.0,7.0,7.0,2.0,8.0,3.0,2.0,1.0,2.0,3.0,10.0,5.0,8.0,5.0,6.0,1.0,9.0,1.0,10.0,1.0,9.0,7
8.0,9.0,9.0,10.0,8.0,8.0,10.0,10.0,10.0,8.0,11.0,8.0,11.0,12.0,13.0,8.0,13.0,8.0,12.0,10.0,13.0,10.0,12.0,11.0,13.0,10.0,14.0,7.0,14.0,7.0,14.0,13.0,14.0,10.0,14.0,13.0,14.0,12.0,13.0,7.0,11.0,2.0,8.0,10.0,7.0,10.0,11.0,9.0,10.0,10.0,6.0,7.0,6.0,8.0,7.0,7.0,8.0,9.0,6.0,11.0,3.0,8.0,4.0,7.0,5.0,4.0,4.0,8.0,2.0,10.0,7.0,7.0,1.0,8.0,1.0,2.0,1.0,3.0,2.0,10.0,4.0,9.0,1.0,6.0,0.0,9.0,1.0,10.0,1.0,9.0,7
9.0,8.0,9.0,9.0,9.0,7.0,11.0,9.0,11.0,7.0,11.0,7.0,13.0,8.0,13.0,7.0,13.0,8.0,13.0,10.0,14.0,9.0,13.0,11.0,13.0,9.0,14.0,7.0,14.0,5.0,14.0,12.0,14.0,8.0,14.0,13.0,14.0,12.0,14.0,7.0,13.0,2.0,13.0,9.0,14.0,8.0,14.0,8.0,12.0,10.0,9.0,7.0,7.0,7.0,10.0,7.0,8.0,9.0,7.0,8.0,7.0,8.0,7.0,6.0,7.0,4.0,6.0,8.0,4.0,10.0,9.0,7.0,6.0,8.0,9.0,2.0,7.0,2.0,6.0,10.0,7.0,8.0,8.0,6.0,5.0,9.0,5.0,10.0,5.0,9.0,7
10.0,8.0,10.0,9.0,10.0,6.0,11.0,8.0,11.0,7.0,11.0,7.0,14.0,7.0,13.0,6.0,13.0,7.0,13.0,9.0,14.0,9.0,14.0,10.0,13.0,8.0,14.0,6.0,14.0,3.0,14.0,12.0,14.0,8.0,14.0,13.0,14.0,12.0,14.0,7.0,13.0,2.0,13.0,9.0,14.0,8.0,14.0,7.0,12.0,9.0,9.0,6.0,7.0,7.0,8.0,7.0,8.0,9.0,7.0,8.0,5.0,8.0,5.0,6.0,7.0,4.0,6.0,8.0,4.0,10.0,9.0,7.0,5.0,8.0,8.0,2.0,7.0,2.0,5.0,9.0,7.0,8.0,8.0,5.0,5.0,9.0,4.0,10.0,4.0,9.0,7
7.0,8.0,8.0,9.0,7.0,7.0,9.0,9.0,8.0,7.0,9.0,7.0,9.0,8.0,9.0,7.0,12.0,7.0,10.0,9.0,12.0,9.0,10.0,8.0,8.0,6.0,12.0,6.0,13.0,3.0,12.0,12.0,13.0,8.0,14.0,11.0,11.0,11.0,9.0,6.0,11.0,1.0,8.0,8.0,7.0,8.0,11.0,7.0,9.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,7.0,6.0,6.0,6.0,2.0,6.0,4.0,3.0,4.0,3.0,3.0,6.0,1.0,6.0,5.0,5.0,1.0,8.0,1.0,2.0,1.0,2.0,2.0,6.0,4.0,6.0,1.0,3.0,0.0,4.0,1.0,7.0,0.0,9.0,7
7.0,8.0,8.0,10.0,7.0,8.0,9.0,9.0,9.0,7.0,9.0,7.0,9.0,9.0,9.0,7.0,12.0,7.0,10.0,10.0,12.0,9.0,10.0,10.0,8.0,8.0,12.0,6.0,13.0,3.0,12.0,12.0,13.0,8.0,14.0,11.0,11.0,11.0,9.0,6.0,11.0,1.0,8.0,8.0,7.0,8.0,11.0,7.0,9.0,8.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,3.0,6.0,4.0,4.0,5.0,3.0,4.0,6.0,2.0,6.0,7.0,5.0,2.0,8.0,3.0,2.0,1.0,2.0,3.0,8.0,5.0,6.0,5.0,4.0,1.0,6.0,1.0,8.0,1.0,9.0,7
7.0,9.0,8.0,10.0,7.0,8.0,9.0,10.0,9.0,8.0,9.0,8.0,10.0,11.0,9.0,7.0,12.0,8.0,10.0,10.0,12.0,10.0,10.0,11.0,11.0,9.0,12.0,6.0,13.0,3.0,14.0,12.0,14.0,8.0,14.0,13.0,14.0,12.0,13.0,7.0,11.0,2.0,8.0,9.0,7.0,8.0,11.0,7.0,10.0,9.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,6.0,8.0,3.0,8.0,4.0,6.0,5.0,4.0,4.0,7.0,2.0,9.0,7.0,5.0,1.0,8.0,3.0,2.0,1.0,2.0,3.0,8.0,5.0,6.0,5.0,4.0,1.0,6.0,1.0,8.0,1.0,9.0,7
9.0,8.0,9.0,9.0,9.0,7.0,11.0,9.0,11.0,7.0,11.0,7.0,11.0,9.0,13.0,7.0,13.0,7.0,12.0,9.0,13.0,9.0,12.0,10.0,13.0,8.0,14.0,6.0,14.0,3.0,14.0,12.0,14.0,8.0,14.0,12.0,14.0,11.0,13.0,7.0,12.0,2.0,9.0,9.0,9.0,8.0,12.0,7.0,10.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,3.0,8.0,4.0,6.0,6.0,4.0,5.0,7.0,4.0,9.0,9.0,6.0,4.0,8.0,6.0,2.0,7.0,2.0,5.0,8.0,6.0,7.0,6.0,5.0,2.0,8.0,2.0,8.0,1.0,9.0,7
8.0,8.0,9.0,9.0,9.0,6.0,11.0,9.0,11.0,7.0,11.0,7.0,12.0,7.0,13.0,7.0,13.0,7.0,13.0,9.0,14.0,9.0,13.0,10.0,14.0,8.0,14.0,6.0,14.0,3.0,14.0,12.0,14.0,8.0,14.0,13.0,14.0,12.0,14.0,7.0,14.0,2.0,14.0,9.0,14.0,8.0,14.0,7.0,12.0,9.0,12.0,6.0,12.0,7.0,14.0,7.0,14.0,7.0,13.0,8.0,11.0,8.0,8.0,6.0,10.0,4.0,8.0,7.0,9.0,9.0,9.0,5.0,8.0,8.0,9.0,2.0,7.0,2.0,7.0,8.0,7.0,8.0,9.0,5.0,7.0,8.0,6.0,10.0,7.0,9.0,7
9.0,8.0,9.0,9.0,9.0,6.0,11.0,8.0,11.0,7.0,11.0,7.0,11.0,7.0,13.0,6.0,13.0,6.0,12.0,8.0,13.0,8.0,12.0,8.0,13.0,6.0,14.0,6.0,14.0,3.0,14.0,12.0,14.0,8.0,14.0,11.0,14.0,11.0,11.0,6.0,11.0,1.0,8.0,8.0,7.0,8.0,11.0,7.0,9.0,8.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,3.0,7.0,4.0,4.0,5.0,3.0,4.0,6.0,2.0,7.0,7.0,5.0,3.0,8.0,3.0,2.0,3.0,2.0,3.0,8.0,6.0,6.0,5.0,4.0,1.0,6.0,1.0,8.0,1.0,9.0,7
5.0,11.0,4.0,11.0,4.0,11.0,5.0,11.0,4.0,9.0,5.0,10.0,5.0,12.0,5.0,10.0,9.0,8.0,6.0,10.0,8.0,11.0,9.0,12.0,6.0,11.0,9.0,12.0,7.0,11.0,11.0,13.0,7.0,11.0,7.0,14.0,9.0,13.0,9.0,8.0,8.0,4.0,8.0,10.0,3.0,12.0,6.0,9.0,6.0,10.0,6.0,7.0,5.0,8.0,0.0,7.0,1.0,9.0,1.0,11.0,1.0,8.0,0.0,6.0,1.0,4.0,1.0,8.0,1.0,10.0,3.0,7.0,1.0,8.0,1.0,2.0,1.0,2.0,2.0,10.0,3.0,9.0,0.0,6.0,0.0,9.0,0.0,10.0,0.0,9.0,7
5.0,11.0,4.0,11.0,4.0,11.0,5.0,11.0,4.0,9.0,5.0,10.0,5.0,13.0,5.0,10.0,9.0,8.0,6.0,11.0,8.0,12.0,9.0,13.0,6.0,11.0,10.0,12.0,8.0,14.0,11.0,14.0,7.0,12.0,7.0,14.0,9.0,14.0,9.0,12.0,10.0,10.0,8.0,12.0,7.0,13.0,11.0,12.0,7.0,12.0,6.0,11.0,6.0,9.0,5.0,11.0,7.0,9.0,6.0,12.0,1.0,11.0,4.0,9.0,5.0,7.0,4.0,9.0,2.0,12.0,7.0,8.0,1.0,10.0,1.0,4.0,1.0,3.0,2.0,10.0,4.0,9.0,5.0,6.0,0.0,9.0,1.0,10.0,1.0,9.0,7
5.0,11.0,4.0,11.0,4.0,11.0,5.0,11.0,4.0,9.0,5.0,10.0,6.0,13.0,7.0,10.0,9.0,9.0,6.0,12.0,8.0,12.0,9.0,13.0,6.0,11.0,10.0,12.0,8.0,14.0,11.0,14.0,7.0,12.0,7.0,14.0,9.0,14.0,9.0,12.0,10.0,10.0,8.0,12.0,7.0,13.0,11.0,12.0,7.0,12.0,6.0,11.0,6.0,9.0,4.0,11.0,6.0,9.0,5.0,12.0,1.0,11.0,1.0,9.0,1.0,7.0,1.0,9.0,1.0,12.0,5.0,8.0,1.0,10.0,1.0,5.0,1.0,4.0,2.0,10.0,4.0,9.0,1.0,7.0,0.0,9.0,1.0,10.0,0.0,9.0,7
5.0,12.0,4.0,12.0,4.0,12.0,5.0,12.0,4.0,10.0,4.0,12.0,5.0,14.0,5.0,12.0,9.0,12.0,4.0,14.0,6.0,14.0,6.0,14.0,3.0,14.0,8.0,14.0,5.0,14.0,11.0,14.0,7.0,12.0,7.0,14.0,4.0,14.0,8.0,12.0,4.0,12.0,5.0,13.0,2.0,13.0,5.0,13.0,4.0,13.0,3.0,12.0,3.0,9.0,0.0,11.0,0.0,10.0,0.0,13.0,0.0,12.0,0.0,12.0,0.0,11.0,0.0,10.0,1.0,12.0,1.0,10.0,1.0,11.0,1.0,8.0,1.0,8.0,2.0,12.0,4.0,11.0,1.0,12.0,0.0,11.0,1.0,12.0,1.0,13.0,7
3.0,12.0,3.0,12.0,3.0,12.0,3.0,12.0,2.0,10.0,2.0,12.0,2.0,14.0,3.0,11.0,9.0,11.0,3.0,13.0,2.0,14.0,5.0,13.0,3.0,13.0,5.0,14.0,5.0,14.0,11.0,14.0,7.0,12.0,7.0,14.0,4.0,14.0,8.0,12.0,7.0,10.0,7.0,13.0,2.0,13.0,5.0,12.0,4.0,12.0,5.0,10.0,5.0,9.0,0.0,11.0,2.0,9.0,2.0,11.0,1.0,10.0,1.0,9.0,1.0,5.0,1.0,8.0,1.0,12.0,5.0,8.0,1.0,9.0,1.0,4.0,1.0,3.0,2.0,10.0,4.0,9.0,1.0,7.0,0.0,9.0,1.0,10.0,0.0,9.0,7
7.0,12.0,6.0,12.0,6.0,12.0,8.0,12.0,6.0,10.0,7.0,12.0,6.0,13.0,7.0,11.0,12.0,11.0,8.0,13.0,12.0,13.0,9.0,13.0,7.0,13.0,10.0,14.0,9.0,14.0,12.0,14.0,8.0,12.0,7.0,14.0,10.0,14.0,9.0,12.0,10.0,10.0,8.0,13.0,7.0,13.0,11.0,12.0,7.0,12.0,6.0,10.0,6.0,9.0,5.0,11.0,7.0,9.0,5.0,11.0,1.0,10.0,4.0,9.0,5.0,6.0,4.0,8.0,2.0,12.0,7.0,8.0,2.0,8.0,3.0,2.0,3.0,3.0,3.0,10.0,5.0,9.0,5.0,6.0,1.0,9.0,1.0,10.0,2.0,9.0,7
7.0,11.0,8.0,11.0,7.0,11.0,9.0,11.0,9.0,9.0,9.0,10.0,10.0,12.0,10.0,10.0,12.0,8.0,11.0,10.0,12.0,11.0,10.0,13.0,13.0,11.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,12.0,14.0,14.0,14.0,14.0,14.0,12.0,14.0,10.0,14.0,11.0,14.0,13.0,14.0,11.0,12.0,10.0,12.0,7.0,12.0,8.0,14.0,7.0,14.0,9.0,13.0,9.0,13.0,8.0,10.0,6.0,12.0,4.0,10.0,7.0,12.0,7.0,11.0,5.0,11.0,8.0,13.0,2.0,12.0,2.0,12.0,4.0,12.0,5.0,13.0,1.0,12.0,3.0,11.0,1.0,10.0,4.0,8
7.0,9.0,8.0,10.0,7.0,8.0,9.0,10.0,9.0,8.0,9.0,8.0,10.0,12.0,10.0,8.0,12.0,8.0,11.0,10.0,12.0,10.0,10.0,11.0,13.0,10.0,14.0,7.0,14.0,6.0,14.0,13.0,14.0,8.0,14.0,13.0,14.0,12.0,14.0,7.0,14.0,2.0,14.0,9.0,14.0,8.0,14.0,7.0,12.0,8.0,12.0,6.0,12.0,6.0,14.0,5.0,14.0,3.0,14.0,4.0,13.0,5.0,11.0,1.0,12.0,1.0,10.0,2.0,12.0,3.0,12.0,0.0,11.0,6.0,13.0,1.0,12.0,1.0,12.0,3.0,12.0,5.0,13.0,1.0,13.0,3.0,11.0,1.0,10.0,4.0,8
7.0,11.0,8.0,11.0,7.0,11.0,9.0,11.0,7.0,9.0,9.0,10.0,9.0,13.0,9.0,10.0,12.0,9.0,10.0,12.0,12.0,13.0,10.0,13.0,8.0,11.0,12.0,13.0,13.0,14.0,12.0,14.0,13.0,12.0,14.0,14.0,14.0,14.0,13.0,12.0,11.0,8.0,10.0,11.0,12.0,12.0,14.0,9.0,12.0,10.0,9.0,7.0,7.0,7.0,10.0,7.0,8.0,6.0,9.0,6.0,8.0,6.0,7.0,2.0,10.0,1.0,8.0,2.0,9.0,2.0,9.0,0.0,9.0,4.0,11.0,0.0,10.0,0.0,12.0,1.0,7.0,2.0,9.0,0.0,7.0,1.0,10.0,0.0,10.0,0.0,8
3.0,11.0,3.0,11.0,3.0,11.0,3.0,11.0,3.0,9.0,2.0,10.0,2.0,13.0,3.0,10.0,9.0,9.0,3.0,12.0,4.0,12.0,6.0,13.0,3.0,11.0,9.0,12.0,7.0,11.0,11.0,13.0,7.0,10.0,7.0,13.0,9.0,12.0,9.0,7.0,8.0,2.0,8.0,9.0,7.0,8.0,11.0,7.0,7.0,8.0,6.0,6.0,6.0,6.0,5.0,4.0,7.0,3.0,6.0,3.0,3.0,3.0,4.0,0.0,5.0,1.0,4.0,1.0,3.0,1.0,8.0,0.0,4.0,1.0,6.0,0.0,7.0,0.0,5.0,1.0,7.0,1.0,8.0,0.0,5.0,1.0,5.0,0.0,7.0,1.0,8
7.0,12.0,8.0,12.0,8.0,12.0,10.0,12.0,10.0,10.0,10.0,12.0,10.0,14.0,11.0,12.0,12.0,11.0,11.0,14.0,12.0,14.0,11.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,14.0,14.0,14.0,14.0,14.0,12.0,14.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,13.0,12.0,12.0,12.0,9.0,14.0,11.0,14.0,11.0,14.0,13.0,13.0,12.0,11.0,12.0,12.0,11.0,10.0,10.0,13.0,14.0,12.0,11.0,12.0,11.0,13.0,10.0,12.0,9.0,12.0,12.0,12.0,11.0,13.0,11.0,13.0,11.0,11.0,11.0,10.0,11.0,8
7.0,12.0,8.0,12.0,7.0,12.0,9.0,12.0,8.0,10.0,9.0,12.0,9.0,14.0,9.0,12.0,12.0,11.0,10.0,14.0,12.0,14.0,10.0,14.0,11.0,14.0,12.0,14.0,13.0,14.0,14.0,14.0,14.0,12.0,14.0,14.0,14.0,14.0,13.0,12.0,13.0,7.0,13.0,11.0,14.0,11.0,14.0,9.0,12.0,10.0,12.0,7.0,10.0,7.0,12.0,7.0,14.0,7.0,13.0,6.0,12.0,6.0,10.0,2.0,12.0,2.0,10.0,2.0,12.0,4.0,11.0,0.0,11.0,6.0,13.0,1.0,12.0,0.0,12.0,3.0,12.0,3.0,13.0,0.0,11.0,2.0,11.0,1.0,10.0,1.0,8
7.0,13.0,6.0,13.0,6.0,13.0,8.0,13.0,6.0,13.0,7.0,12.0,6.0,14.0,7.0,12.0,12.0,13.0,8.0,14.0,12.0,14.0,10.0,13.0,7.0,12.0,11.0,12.0,10.0,11.0,12.0,13.0,11.0,10.0,13.0,13.0,11.0,12.0,9.0,7.0,11.0,2.0,8.0,9.0,7.0,8.0,11.0,7.0,10.0,8.0,8.0,6.0,7.0,6.0,7.0,5.0,8.0,3.0,7.0,3.0,7.0,3.0,7.0,0.0,10.0,1.0,8.0,2.0,8.0,1.0,9.0,0.0,8.0,1.0,10.0,0.0,9.0,0.0,10.0,0.0,7.0,0.0,9.0,0.0,7.0,0.0,10.0,0.0,10.0,0.0,8
7.0,13.0,8.0,13.0,7.0,13.0,9.0,13.0,7.0,13.0,9.0,12.0,9.0,14.0,9.0,12.0,12.0,14.0,10.0,14.0,12.0,14.0,10.0,14.0,8.0,14.0,12.0,14.0,13.0,14.0,12.0,14.0,14.0,12.0,14.0,14.0,14.0,14.0,13.0,12.0,13.0,10.0,13.0,11.0,13.0,13.0,14.0,10.0,12.0,10.0,10.0,7.0,9.0,8.0,12.0,7.0,11.0,9.0,10.0,11.0,11.0,8.0,9.0,6.0,11.0,4.0,10.0,7.0,11.0,9.0,10.0,6.0,10.0,8.0,13.0,2.0,12.0,2.0,12.0,6.0,12.0,6.0,12.0,1.0,11.0,3.0,11.0,5.0,10.0,5.0,8
7.0,13.0,8.0,13.0,7.0,13.0,9.0,13.0,7.0,13.0,9.0,12.0,9.0,14.0,9.0,12.0,12.0,14.0,10.0,14.0,12.0,14.0,10.0,14.0,8.0,14.0,12.0,14.0,13.0,14.0,12.0,14.0,13.0,12.0,14.0,14.0,14.0,14.0,13.0,12.0,13.0,10.0,13.0,11.0,12.0,13.0,14.0,10.0,12.0,10.0,9.0,7.0,8.0,7.0,12.0,7.0,12.0,7.0,11.0,6.0,11.0,6.0,10.0,2.0,12.0,2.0,10.0,4.0,12.0,5.0,10.0,1.0,11.0,7.0,13.0,1.0,12.0,0.0,12.0,3.0,11.0,3.0,12.0,0.0,11.0,2.0,11.0,0.0,10.0,0.0,8
7.0,13.0,6.0,13.0,6.0,13.0,8.0,13.0,6.0,13.0,7.0,12.0,8.0,14.0,7.0,12.0,12.0,14.0,10.0,14.0,12.0,14.0,10.0,14.0,8.0,14.0,12.0,14.0,12.0,14.0,12.0,14.0,13.0,12.0,14.0,14.0,14.0,14.0,13.0,12.0,11.0,7.0,10.0,10.0,12.0,11.0,14.0,9.0,12.0,10.0,9.0,6.0,7.0,7.0,12.0,7.0,11.0,6.0,10.0,6.0,11.0,6.0,8.0,2.0,11.0,2.0,9.0,4.0,10.0,5.0,10.0,1.0,10.0,7.0,11.0,1.0,12.0,1.0,12.0,3.0,10.0,4.0,10.0,0.0,7.0,3.0,11.0,1.0,10.0,1.0,8
7.0,13.0,6.0,13.0,6.0,13.0,8.0,13.0,6.0,13.0,7.0,12.0,7.0,14.0,7.0,12.0,12.0,14.0,9.0,14.0,12.0,14.0,10.0,14.0,7.0,14.0,12.0,14.0,12.0,14.0,12.0,14.0,13.0,12.0,14.0,14.0,11.0,14.0,10.0,8.0,11.0,2.0,8.0,10.0,9.0,8.0,14.0,7.0,11.0,9.0,9.0,6.0,7.0,6.0,10.0,5.0,8.0,3.0,8.0,4.0,8.0,3.0,7.0,1.0,10.0,1.0,8.0,2.0,9.0,1.0,9.0,0.0,9.0,2.0,11.0,0.0,11.0,0.0,12.0,1.0,7.0,0.0,9.0,0.0,7.0,0.0,10.0,0.0,10.0,0.0,8
7.0,12.0,8.0,12.0,7.0,13.0,9.0,13.0,7.0,13.0,9.0,12.0,9.0,14.0,9.0,12.0,12.0,14.0,10.0,14.0,12.0,14.0,10.0,14.0,8.0,14.0,12.0,14.0,13.0,14.0,13.0,14.0,14.0,12.0,14.0,14.0,14.0,14.0,13.0,8.0,13.0,2.0,13.0,10.0,13.0,9.0,14.0,9.0,12.0,9.0,9.0,6.0,7.0,7.0,12.0,6.0,11.0,6.0,10.0,5.0,11.0,6.0,10.0,2.0,12.0,1.0,10.0,2.0,12.0,1.0,11.0,0.0,11.0,4.0,13.0,0.0,12.0,0.0,12.0,1.0,11.0,3.0,12.0,0.0,11.0,1.0,11.0,0.0,10.0,0.0,8
7.0,12.0,6.0,12.0,6.0,12.0,8.0,12.0,6.0,11.0,7.0,12.0,6.0,14.0,7.0,12.0,12.0,11.0,7.0,12.0,12.0,13.0,9.0,13.0,7.0,11.0,10.0,11.0,10.0,10.0,12.0,13.0,9.0,8.0,7.0,13.0,10.0,11.0,9.0,6.0,10.0,1.0,8.0,4.0,7.0,5.0,11.0,4.0,9.0,7.0,6.0,3.0,6.0,2.0,6.0,1.0,8.0,0.0,7.0,0.0,3.0,0.0,4.0,0.0,7.0,0.0,6.0,0.0,4.0,0.0,9.0,0.0,7.0,0.0,9.0,0.0,7.0,0.0,6.0,0.0,7.0,0.0,9.0,0.0,7.0,0.0,6.0,0.0,8.0,0.0,8
7.0,12.0,6.0,12.0,6.0,12.0,8.0,12.0,6.0,10.0,7.0,12.0,6.0,14.0,7.0,12.0,12.0,11.0,8.0,13.0,12.0,12.0,10.0,13.0,7.0,11.0,10.0,9.0,10.0,7.0,12.0,13.0,10.0,8.0,9.0,12.0,10.0,11.0,9.0,6.0,11.0,1.0,8.0,4.0,7.0,5.0,11.0,5.0,9.0,8.0,6.0,3.0,6.0,3.0,7.0,2.0,8.0,2.0,7.0,0.0,7.0,0.0,7.0,0.0,10.0,1.0,8.0,0.0,8.0,1.0,9.0,0.0,8.0,0.0,10.0,0.0,9.0,0.0,9.0,0.0,7.0,0.0,9.0,0.0,7.0,0.0,10.0,0.0,10.0,0.0,8
7.0,12.0,6.0,12.0,6.0,12.0,8.0,12.0,6.0,13.0,7.0,12.0,7.0,14.0,7.0,12.0,12.0,12.0,8.0,14.0,12.0,13.0,10.0,13.0,7.0,12.0,10.0,12.0,10.0,11.0,12.0,13.0,10.0,10.0,9.0,13.0,10.0,11.0,9.0,6.0,11.0,1.0,8.0,4.0,7.0,5.0,11.0,5.0,10.0,8.0,7.0,3.0,7.0,3.0,7.0,1.0,8.0,1.0,7.0,0.0,7.0,0.0,7.0,0.0,10.0,0.0,8.0,0.0,7.0,0.0,9.0,0.0,8.0,0.0,9.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,9.0,0.0,7.0,0.0,7.0,0.0,10.0,0.0,8
5.0,12.0,5.0,12.0,6.0,12.0,8.0,12.0,6.0,10.0,7.0,12.0,6.0,14.0,7.0,12.0,9.0,12.0,6.0,14.0,8.0,14.0,9.0,13.0,6.0,13.0,10.0,14.0,9.0,14.0,12.0,14.0,8.0,12.0,7.0,14.0,10.0,14.0,9.0,12.0,10.0,7.0,8.0,11.0,7.0,12.0,11.0,9.0,9.0,10.0,6.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,5.0,8.0,6.0,5.0,7.0,3.0,7.0,5.0,5.0,6.0,9.0,5.0,8.0,8.0,9.0,2.0,7.0,2.0,7.0,4.0,7.0,5.0,9.0,1.0,7.0,3.0,7.0,1.0,10.0,5.0,8
7.0,12.0,6.0,12.0,6.0,12.0,8.0,12.0,6.0,11.0,7.0,12.0,6.0,14.0,7.0,12.0,12.0,12.0,7.0,14.0,12.0,14.0,9.0,14.0,7.0,14.0,10.0,14.0,10.0,14.0,12.0,14.0,10.0,12.0,9.0,14.0,10.0,14.0,9.0,12.0,11.0,10.0,8.0,11.0,7.0,13.0,11.0,10.0,9.0,10.0,6.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,3.0,8.0,4.0,6.0,7.0,3.0,6.0,5.0,4.0,6.0,9.0,5.0,7.0,8.0,9.0,2.0,7.0,2.0,6.0,4.0,7.0,5.0,9.0,1.0,7.0,3.0,6.0,2.0,8.0,5.0,8
